[2026-01-08T07:30:05.582Z] 开始监控: E:\WelineFramework\DEV-workspace\
[2026-01-08T07:30:08.520Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\libs\flot-spline
[2026-01-08T07:30:08.521Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\libs\gmaps
[2026-01-08T07:30:08.521Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\libs\inputmask
[2026-01-08T07:30:08.521Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\libs\gulp-rtlcss
[2026-01-08T07:30:08.521Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\libs\ion-rangeslider
[2026-01-08T07:30:08.521Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\libs\jquery
[2026-01-08T07:30:08.521Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\libs\jquery-countdown
[2026-01-08T07:30:08.525Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\libs\jquery-knob
[2026-01-08T07:30:08.526Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\libs\jquery-sparkline
[2026-01-08T07:30:08.526Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\libs\jquery-ui-dist
[2026-01-08T07:30:08.526Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\libs\jquery.flot.tooltip
[2026-01-08T07:30:08.526Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\libs\jqvmap
[2026-01-08T07:30:08.527Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\libs\jszip
[2026-01-08T07:30:08.527Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\libs\magnific-popup
[2026-01-08T07:30:08.527Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\libs\masonry-layout
[2026-01-08T07:30:08.527Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\libs\metismenu
[2026-01-08T07:30:08.527Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\libs\moment
[2026-01-08T07:30:08.527Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\libs\node-waves
[2026-01-08T07:30:08.528Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\libs\parsleyjs
[2026-01-08T07:30:08.528Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\libs\pdfmake
[2026-01-08T07:30:08.528Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\libs\raphael
[2026-01-08T07:30:08.528Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\libs\select2
[2026-01-08T07:30:08.528Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\libs\simplebar
[2026-01-08T07:30:08.529Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\libs\slick-slider
[2026-01-08T07:30:08.529Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\libs\spectrum-colorpicker2
[2026-01-08T07:30:08.529Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\libs\sweetalert2
[2026-01-08T07:30:08.529Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\libs\table-edits
[2026-01-08T07:30:08.529Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\libs\tinymce
[2026-01-08T07:30:08.529Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\libs\twitter-bootstrap-wizard
[2026-01-08T07:30:08.530Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\scss\app-dark.scss
[2026-01-08T07:30:08.530Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\scss\app.scss
[2026-01-08T07:30:08.530Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\scss\bootstrap-dark.scss
[2026-01-08T07:30:08.531Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\scss\bootstrap.scss
[2026-01-08T07:30:08.531Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\scss\custom
[2026-01-08T07:30:08.531Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\scss\icons.scss
[2026-01-08T07:30:08.532Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\scss\_variables-dark.scss
[2026-01-08T07:30:08.532Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\assets\scss\_variables.scss
[2026-01-08T07:30:08.532Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\Upzet\assets\css
[2026-01-08T07:30:08.532Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\Upzet\assets\fonts
[2026-01-08T07:30:08.532Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\Upzet\assets\images
[2026-01-08T07:30:08.532Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\Upzet\assets\js
[2026-01-08T07:30:08.533Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\Upzet\assets\libs
[2026-01-08T07:30:08.533Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\Upzet\assets\scss
[2026-01-08T07:30:08.533Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\Upzet\help\assets
[2026-01-08T07:30:08.534Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\Upzet\help\changelog.html
[2026-01-08T07:30:08.534Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\Upzet\help\dark.html
[2026-01-08T07:30:08.534Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\Upzet\help\horizontal.html
[2026-01-08T07:30:08.535Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\Upzet\help\index.html
[2026-01-08T07:30:08.535Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\Upzet\help\plugins.html
[2026-01-08T07:30:08.535Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\Upzet\help\rtl.html
[2026-01-08T07:30:08.536Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\Upzet\help\setup.html
[2026-01-08T07:30:08.536Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\BackendThemeUpzet\view\statics\Upzet\help\vertical.html
[2026-01-08T07:30:08.536Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CacheManager\view\templates\Backend\CacheCleanup\cronstatus.phtml
[2026-01-08T07:30:08.537Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CacheManager\view\templates\Backend\CacheCleanup\index.phtml
[2026-01-08T07:30:08.537Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CacheManager\view\templates\System\Cache\index.phtml
[2026-01-08T07:30:08.537Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cdn\Test\Unit\Console\Command\CacheClearTest.php
[2026-01-08T07:30:08.538Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cdn\Test\Unit\Console\Command\DomainAddTest.php
[2026-01-08T07:30:08.538Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cdn\Test\Unit\Console\Command\RulesImportTest.php
[2026-01-08T07:30:08.538Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cdn\view\templates\Backend\Account\domains.phtml
[2026-01-08T07:30:08.539Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cdn\view\templates\Backend\Account\form.phtml
[2026-01-08T07:30:08.539Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cdn\view\templates\Backend\Account\index.phtml
[2026-01-08T07:30:08.539Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cdn\view\templates\Backend\Domain\form.phtml
[2026-01-08T07:30:08.539Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cdn\view\templates\Backend\Domain\index.phtml
[2026-01-08T07:30:08.540Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cdn\view\templates\Backend\Rules\index.phtml
[2026-01-08T07:30:08.540Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cdn\view\templates\Backend\Warmup\index.phtml
[2026-01-08T07:30:08.540Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\af.js
[2026-01-08T07:30:08.541Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\ar.js
[2026-01-08T07:30:08.541Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\ast.js
[2026-01-08T07:30:08.541Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\az.js
[2026-01-08T07:30:08.542Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\bg.js
[2026-01-08T07:30:08.542Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\bn.js
[2026-01-08T07:30:08.542Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\bs.js
[2026-01-08T07:30:08.543Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\ca.js
[2026-01-08T07:30:08.543Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\cs.js
[2026-01-08T07:30:08.543Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\da.js
[2026-01-08T07:30:08.544Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\de-ch.js
[2026-01-08T07:30:08.544Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\de.js
[2026-01-08T07:30:08.544Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\el.js
[2026-01-08T07:30:08.545Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\en-au.js
[2026-01-08T07:30:08.545Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\en-gb.js
[2026-01-08T07:30:08.545Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\en.js
[2026-01-08T07:30:08.546Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\eo.js
[2026-01-08T07:30:08.546Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\es-co.js
[2026-01-08T07:30:08.547Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\es.js
[2026-01-08T07:30:08.547Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\et.js
[2026-01-08T07:30:08.547Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\eu.js
[2026-01-08T07:30:08.548Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\fa.js
[2026-01-08T07:30:08.548Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\fi.js
[2026-01-08T07:30:08.549Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\fr.js
[2026-01-08T07:30:08.549Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\gl.js
[2026-01-08T07:30:08.549Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\gu.js
[2026-01-08T07:30:08.550Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\he.js
[2026-01-08T07:30:08.550Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\hi.js
[2026-01-08T07:30:08.550Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\hr.js
[2026-01-08T07:30:08.551Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\hu.js
[2026-01-08T07:30:08.551Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\hy.js
[2026-01-08T07:30:08.551Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\id.js
[2026-01-08T07:30:08.552Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\it.js
[2026-01-08T07:30:08.552Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\ja.js
[2026-01-08T07:30:08.552Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\jv.js
[2026-01-08T07:30:08.553Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\kk.js
[2026-01-08T07:30:08.553Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\km.js
[2026-01-08T07:30:08.553Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\kn.js
[2026-01-08T07:30:08.554Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\ko.js
[2026-01-08T07:30:08.554Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\ku.js
[2026-01-08T07:30:08.554Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\lt.js
[2026-01-08T07:30:08.555Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\lv.js
[2026-01-08T07:30:08.555Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\ms.js
[2026-01-08T07:30:08.555Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\nb.js
[2026-01-08T07:30:08.556Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\ne.js
[2026-01-08T07:30:08.556Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\nl.js
[2026-01-08T07:30:08.557Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\no.js
[2026-01-08T07:30:08.557Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\oc.js
[2026-01-08T07:30:08.557Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\pl.js
[2026-01-08T07:30:08.558Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\pt-br.js
[2026-01-08T07:30:08.558Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\pt.js
[2026-01-08T07:30:08.559Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\ro.js
[2026-01-08T07:30:08.559Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\ru.js
[2026-01-08T07:30:08.560Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\si.js
[2026-01-08T07:30:08.560Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\sk.js
[2026-01-08T07:30:08.560Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\sl.js
[2026-01-08T07:30:08.561Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\sq.js
[2026-01-08T07:30:08.561Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\sr-latn.js
[2026-01-08T07:30:08.561Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\sr.js
[2026-01-08T07:30:08.562Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\sv.js
[2026-01-08T07:30:08.562Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\th.js
[2026-01-08T07:30:08.562Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\tk.js
[2026-01-08T07:30:08.563Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\tr.js
[2026-01-08T07:30:08.563Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\tt.js
[2026-01-08T07:30:08.563Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\ug.js
[2026-01-08T07:30:08.563Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\uk.js
[2026-01-08T07:30:08.564Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\ur.js
[2026-01-08T07:30:08.564Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\uz.js
[2026-01-08T07:30:08.565Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\vi.js
[2026-01-08T07:30:08.565Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\CKEditorEditorManager\view\statics\build\translations\zh.js
[2026-01-08T07:30:08.565Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\statics\Backend\js\page-editor.js
[2026-01-08T07:30:08.566Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\statics\libs\ckeditor5\ckeditor.js
[2026-01-08T07:30:08.566Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\statics\libs\ckeditor5\zh-cn.js
[2026-01-08T07:30:08.566Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\statics\libs\html2canvas\html2canvas.min.js
[2026-01-08T07:30:08.567Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\statics\libs\whatwg-fetch\fetch.umd.js
[2026-01-08T07:30:08.567Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\Backend\Page\form copy.phtml
[2026-01-08T07:30:08.567Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\Backend\Page\form.phtml
[2026-01-08T07:30:08.567Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\Backend\Page\form_component
[2026-01-08T07:30:08.568Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\Backend\Page\index.phtml
[2026-01-08T07:30:08.568Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\Backend\Page\translate.phtml
[2026-01-08T07:30:08.568Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\Backend\Submission\index.phtml
[2026-01-08T07:30:08.569Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\Backend\Submission\view.phtml
[2026-01-08T07:30:08.569Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\Backend\Template\config_preview.phtml
[2026-01-08T07:30:08.569Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\Backend\Template\index.phtml
[2026-01-08T07:30:08.570Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\Frontend\Page\view.phtml
[2026-01-08T07:30:08.570Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\algo-trading-landing\content.phtml
[2026-01-08T07:30:08.570Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\algo-trading-landing\footer.phtml
[2026-01-08T07:30:08.571Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\algo-trading-landing\header.phtml
[2026-01-08T07:30:08.571Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\algo-trading-landing\readme.md
[2026-01-08T07:30:08.571Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\cadrenal-landing\content.phtml
[2026-01-08T07:30:08.572Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\cadrenal-landing\footer.phtml
[2026-01-08T07:30:08.572Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\cadrenal-landing\header.phtml
[2026-01-08T07:30:08.572Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\cadrenal-landing\readme.md
[2026-01-08T07:30:08.573Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\chaikin-landing\content.phtml
[2026-01-08T07:30:08.573Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\chaikin-landing\footer.phtml
[2026-01-08T07:30:08.573Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\chaikin-landing\header.phtml
[2026-01-08T07:30:08.574Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\chaikin-landing\readme.md
[2026-01-08T07:30:08.574Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\default\content.phtml
[2026-01-08T07:30:08.574Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\default\footer.phtml
[2026-01-08T07:30:08.575Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\default\header.phtml
[2026-01-08T07:30:08.575Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\default\readme.md
[2026-01-08T07:30:08.575Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\jion-landing\asset
[2026-01-08T07:30:08.575Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\jion-landing\colors
[2026-01-08T07:30:08.576Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\jion-landing\footer.phtml
[2026-01-08T07:30:08.576Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\jion-landing\header.phtml
[2026-01-08T07:30:08.577Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\jion-landing\content.phtml
[2026-01-08T07:30:08.577Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\jion-landing\readme.md
[2026-01-08T07:30:08.577Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\market-mastery\asset
[2026-01-08T07:30:08.578Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\market-mastery\content.phtml
[2026-01-08T07:30:08.578Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\market-mastery\footer.phtml
[2026-01-08T07:30:08.578Z] 目录新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\market-mastery\colors
[2026-01-08T07:30:08.579Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\market-mastery\header.phtml
[2026-01-08T07:30:08.579Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\market-mastery\readme.md
[2026-01-08T07:30:08.579Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\marketing-landing\content.phtml
[2026-01-08T07:30:08.580Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\marketing-landing\footer.phtml
[2026-01-08T07:30:08.580Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\marketing-landing\header.phtml
[2026-01-08T07:30:08.580Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\marketing-landing\preview.png
[2026-01-08T07:30:08.581Z] 文件新增: E:\WelineFramework\DEV-workspace\app\code\Weline\Cms\view\templates\style\marketing-landing\readme.md
