Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,互补产品 (product.metafields.shopify--discovery--product_recommendation.complementary_products),相关产品 (product.metafields.shopify--discovery--product_recommendation.related_products),相关产品设置 (product.metafields.shopify--discovery--product_recommendation.related_products_display),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
2014-us-firstclass-forever-stamp-rudolph-the-rednosed-reindeer,,,,,,,,,15 Books of 20 (300 Stamps),,,,,,,,088-LDH*3,0.0,shopify,1000,deny,manual,71.98,219.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/2_5e537218-3111-4d11-a284-b8f9805c7c6c.jpg?v=1729505276,2,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2014-us-firstclass-forever-stamp-rudolph-the-rednosed-reindeer,,,,,,,,,25 Books of 20 (500 Stamps),,,,,,,,088-LDH*5,0.0,shopify,1000,deny,manual,104.97,365.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/3_8d8ecb72-a28b-4207-87f5-e06097a9b741.jpg?v=1729505276,3,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2014-us-firstclass-forever-stamp-rudolph-the-rednosed-reindeer,,,,,,,,,50 Books of 20 (1000 Stamps),,,,,,,,088-LDH*10,0.0,shopify,1000,deny,manual,199.99,730.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/4_b408353a-12e6-4bf4-a666-0a8f51d65af7.jpg?v=1729505276,4,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2014-us-firstclass-forever-stamp-rudolph-the-rednosed-reindeer,,,,,,,,,250 Books of 20 (5000 Stamps),,,,,,,,088-LDH*50,0.0,shopify,1000,deny,manual,899.70,3650.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/5_0e22c120-db88-44ff-b054-701225950ea2.jpg?v=1729505276,5,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2014-us-firstclass-forever-stamp-rudolph-the-rednosed-reindeer,,,,,,,,,500 Books of 20 (10000 Stamps),,,,,,,,088-LDH*100,0.0,shopify,1000,deny,manual,1699.99,7300.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/6_c6de17ad-af15-4775-8d79-6a206ff25362.jpg?v=1729505276,6,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2015-firstclass-forever-stamp-wedding-series-engraved-vintage-rose,2015 First-Class Forever Stamp - Wedding Series: Engraved Vintage Rose,"<p align=""center"" class=""MsoNormal"" style='font-family: ""Times New Roman""; margin-bottom: 0.0001pt; padding: 0px; border: 0px; line-height: normal; font-size: 11pt; color: rgb(37, 37, 37); text-align: center;'><span style=""font-weight: 700;""><span style=""font-family: Arial; margin: 0px; padding: 0px; border: 0px; font-size: 12pt;"">2015 49?¨¦ Vintage Rose</span></span><br><span style=""font-weight: 700;""><span style=""font-family: Arial; margin: 0px; padding: 0px; border: 0px; font-size: 12pt;"">Weddings Series</span></span></p><p class=""MsoNormal"" style='font-family: ""Times New Roman""; margin-bottom: 0.0001pt; padding: 0px; border: 0px; line-height: normal; font-size: 11pt; color: rgb(37, 37, 37);'><span style=""font-weight: 700;""><span style=""font-family: Arial; margin: 0px; padding: 0px; border: 0px; font-size: 12pt;"">?</span></span></p><p style='font-family: ""Times New Roman""; margin-bottom: 0.0001pt; padding: 0px; border: 0px; color: rgb(37, 37, 37); font-size: 17.328px;'>The rose was chosen for the 2015 Weddings Forever stamp because it is a universal symbol of love.<span style=""margin: 0px; padding: 0px; border: 0px;"">??</span>This stamp was issued for use on wedding RSVP cards and thank you notes.<span style=""margin: 0px; padding: 0px; border: 0px;"">??</span>A two-ounce rate Vintage Tulip stamp was released at the same time for use on wedding invitations and greeting cards that require extra postage.</p><p style='font-family: ""Times New Roman""; margin-bottom: 0.0001pt; padding: 0px; border: 0px; color: rgb(37, 37, 37); font-size: 17.328px;'><span style=""margin: 0px; padding: 0px; border: 0px;""><br></span></p><p style='font-family: ""Times New Roman""; margin-bottom: 0.0001pt; padding: 0px; border: 0px; color: rgb(37, 37, 37); font-size: 17.328px;'>Though often connected with romance and passion in Greek and Roman mythology, it wasn?¡¥t until the Victorian era that the rose solidified its status as a symbol of love.<span style=""margin: 0px; padding: 0px; border: 0px;"">??</span>At that time of high moral standards,?<i>floriography,</i>?the secret language of flowers, was used to convey otherwise inappropriate ideas too forbidden to speak about.<span style=""margin: 0px; padding: 0px; border: 0px;"">?</span></p><p style='font-family: ""Times New Roman""; margin-bottom: 0.0001pt; padding: 0px; border: 0px; color: rgb(37, 37, 37); font-size: 17.328px;'>?</p><p style='font-family: ""Times New Roman""; margin-bottom: 0.0001pt; padding: 0px; border: 0px; color: rgb(37, 37, 37); font-size: 17.328px;'>Different flowers were given certain meanings, and dictionaries were published to define the various possible messages.<span style=""margin: 0px; padding: 0px; border: 0px;"">??</span>Feelings could be expressed discreetly through a bouquet or a single flower.<span style=""margin: 0px; padding: 0px; border: 0px;"">??</span>A white rose stood for innocence, orange for desire, pink for admiration, and purple for enchantment.<span style=""margin: 0px; padding: 0px; border: 0px;"">??</span>A red rose suggested love and enduring passion, an association that still holds true today.<s style=""margin: 0px; padding: 0px; border: 0px;""></s></p><p class=""MsoNormal"" style='font-family: ""Times New Roman""; margin-bottom: 0.0001pt; padding: 0px; border: 0px; line-height: normal; font-size: 11pt; color: rgb(37, 37, 37);'><span style=""font-weight: 700;""><s style=""margin: 0px; padding: 0px; border: 0px;""><span style=""font-family: Arial; margin: 0px; padding: 0px; border: 0px; font-size: 12pt;""><span style='margin: 0px; padding: 0px; border: 0px; text-decoration-line: none; font-family: ""Times New Roman"" !important;'><br></span></span></s></span></p><p class=""MsoNormal"" style='font-family: ""Times New Roman""; margin-bottom: 0.0001pt; padding: 0px; border: 0px; line-height: normal; font-size: 11pt; color: rgb(37, 37, 37);'><span style=""font-weight: 700;""><span style=""font-family: Arial; margin: 0px; padding: 0px; border: 0px; font-size: 12pt;"">Value:<span style='font-family: ""Times New Roman"" !important; margin: 0px; padding: 0px; border: 0px;'>??</span></span></span><span style=""font-family: Arial; margin: 0px; padding: 0px; border: 0px; font-size: 12pt;"">49?¨¦ first class letter rate</span></p><p class=""MsoNormal"" style='font-family: ""Times New Roman""; margin-bottom: 0.0001pt; padding: 0px; border: 0px; line-height: normal; font-size: 11pt; color: rgb(37, 37, 37);'><span style=""font-weight: 700;""><span style=""font-family: Arial; margin: 0px; padding: 0px; border: 0px; font-size: 12pt;"">Issued:?</span></span><span style=""font-family: Arial; margin: 0px; padding: 0px; border: 0px; font-size: 12pt;""><span style='font-family: ""Times New Roman"" !important; margin: 0px; padding: 0px; border: 0px;'>?</span>February 14, 2015</span></p><p class=""MsoNormal"" style='font-family: ""Times New Roman""; margin-bottom: 0.0001pt; padding: 0px; border: 0px; line-height: normal; font-size: 11pt; color: rgb(37, 37, 37);'><span style=""font-weight: 700;""><span style=""font-family: Arial; margin: 0px; padding: 0px; border: 0px; font-size: 12pt;"">First Day City:</span></span><span style=""font-family: Arial; margin: 0px; padding: 0px; border: 0px; font-size: 12pt;""><span style='font-family: ""Times New Roman"" !important; margin: 0px; padding: 0px; border: 0px;'>??</span>Riverside, CA, at the American Philatelic Society Ameristamp Expo</span></p><p class=""MsoNormal"" style='font-family: ""Times New Roman""; margin-bottom: 0.0001pt; padding: 0px; border: 0px; line-height: normal; font-size: 11pt; color: rgb(37, 37, 37);'><span style=""font-weight: 700;""><span style=""font-family: Arial; margin: 0px; padding: 0px; border: 0px; font-size: 12pt;"">Type of Stamp:</span></span><span style=""font-family: Arial; margin: 0px; padding: 0px; border: 0px; font-size: 12pt;"">?Definitive<span style='font-family: ""Times New Roman"" !important; font-weight: 700;'><s style=""margin: 0px; padding: 0px; border: 0px;""><br></s>Printed by:</span></span><span style=""font-family: Arial; margin: 0px; padding: 0px; border: 0px; font-size: 12pt;"">?Banknote Corporation of America for Sennett Security Products<br style='font-family: ""Times New Roman"" !important;'><span style='font-family: ""Times New Roman"" !important; font-weight: 700;'>Method:</span>?Intaglio printing in sheets of 240, with 12 panes of 20<br style='font-family: ""Times New Roman"" !important;'><span style='font-family: ""Times New Roman"" !important; font-weight: 700;'>Perforation</span>: Serpentine Die Cut 11</span></p><p class=""MsoNormal"" style='font-family: ""Times New Roman""; margin-bottom: 0.0001pt; padding: 0px; border: 0px; line-height: normal; font-size: 11pt; color: rgb(37, 37, 37);'><span style=""font-weight: 700;""><span style=""font-family: Arial; margin: 0px; padding: 0px; border: 0px; font-size: 12pt;"">Self-Adhesive:</span></span><span style=""font-family: Arial; margin: 0px; padding: 0px; border: 0px; font-size: 12pt;""><br style='font-family: ""Times New Roman"" !important;'><span style='font-family: ""Times New Roman"" !important; font-weight: 700;'>Quantity Printed:?</span><span style='font-family: ""Times New Roman"" !important; margin: 0px; padding: 0px; border: 0px;'>150,000,000 stamps</span><s style='font-family: ""Times New Roman"" !important; margin: 0px; padding: 0px; border: 0px;'><br></s></span></p><p class=""MsoNormal"" style='font-family: ""Times New Roman""; margin-bottom: 0.0001pt; padding: 0px; border: 0px; line-height: normal; font-size: 11pt; color: rgb(37, 37, 37);'><br><span style=""font-family: Arial; margin: 0px; padding: 0px; border: 0px; font-size: 12pt;"">Jeanne Greco designed the Vintage Rose stamp using drawings from engraved plates made by Maria Sibylla Merian (1647-1717), a naturalist artist.<span style='font-family: ""Times New Roman"" !important; margin: 0px; padding: 0px; border: 0px;'>??</span>Greco added a small, dark red heart for a touch of color.<span style='font-family: ""Times New Roman"" !important; margin: 0px; padding: 0px; border: 0px;'>??</span>This stamp was printed using engraving, unlike most modern stamps that are lithographed.</span></p>",Hawk,,"","",true,Style,5 Books of 20 (100 Stamps),,,,,,,,149-FGMG*1,0.0,shopify,1000,deny,manual,29.99,73.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/1_40c5d041-bb8a-4866-8c6e-192c561289be.jpg?v=1729505264,1,"",false,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
2015-firstclass-forever-stamp-wedding-series-engraved-vintage-rose,,,,,,,,,15 Books of 20 (300 Stamps),,,,,,,,149-FGMG*3,0.0,shopify,1000,deny,manual,71.98,219.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/2_2f6f5110-c2a0-44f2-ad8b-7db63e40935f.jpg?v=1729505264,2,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2015-firstclass-forever-stamp-wedding-series-engraved-vintage-rose,,,,,,,,,25 Books of 20 (500 Stamps),,,,,,,,149-FGMG*5,0.0,shopify,1000,deny,manual,104.97,365.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/3_0daf9767-960e-4140-9218-45d4ade84545.jpg?v=1729505264,3,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2015-firstclass-forever-stamp-wedding-series-engraved-vintage-rose,,,,,,,,,50 Books of 20 (1000 Stamps),,,,,,,,149-FGMG*10,0.0,shopify,1000,deny,manual,199.99,730.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/4_48e49eb6-4f01-4827-b3ab-27c10359252f.jpg?v=1729505264,4,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2015-firstclass-forever-stamp-wedding-series-engraved-vintage-rose,,,,,,,,,250 Books of 20 (5000 Stamps),,,,,,,,149-FGMG*50,0.0,shopify,1000,deny,manual,899.70,3650.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/5_0fd25903-7c50-4edf-a32b-08afc1d37c3f.jpg?v=1729505264,5,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2015-firstclass-forever-stamp-wedding-series-engraved-vintage-rose,,,,,,,,,500 Books of 20 (10000 Stamps),,,,,,,,149-FGMG*100,0.0,shopify,1000,deny,manual,1699.99,7300.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/6_9431d88e-3a33-46ad-b050-dc507057927e.jpg?v=1729505264,6,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2015-firstclass-forever-stamp-wedding-series-engraved-vintage-rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/liteblue-employee_9697cc8b-e25a-4e87-924b-a808a1734cba.jpg?v=1729505264,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-us-pets-forever-stamps,2016 US Pets Forever Stamps,"<p><span style=""color: rgb(43, 43, 43); font-family: sans-serif; font-size: 14px;"">The Postal Service has released Pets, 20 stamps that showcase the nation?¡¥s favorite domestic animals.</span><br></p><p><span style=""font-size: 14px;"">The stamps feature two dogs, two cats, two birds, two fish, four reptiles, five rodents, a crustacean, a rabbit and a horse.</span></p><p><span style=""font-size: 14px;"">More than half of all homes in the United States have a pet, USPS reported in a news release.</span></p><p><span style=""font-size: 14px;"">?¡ãThe most common are cats and dogs, but all types of pets provide love, happiness and companionship for their owners,?¡À said Chief Marketing and Sales Officer James Cochrane, who dedicated the stamps Aug. 2 at a pet retailers?¡¥ show in Las Vegas.</span></p><p><span style=""font-size: 14px;"">?¡ãThe bonds we create with animals improve our physical and emotional well-being and our pets truly become members of the family.?¡À</span></p><p><span style=""font-size: 14px;"">The stamps feature photographs of different animals taken against white backgrounds by Eric Issel¡§|e.</span></p><p><span style=""font-size: 14px;"">Other participants in the dedication ceremony included James Bilbray, chairman of the USPS Board of Governors; Doug Poindexter, president of the World Pet Association, Robert Vetere, founder and chairman of the Pet Leadership Council; and comedian and homeless pets advocate Gregory Popovich.</span></p>",Hawk,,"","",true,Style,5 Books of 20 (100 Stamps),,,,,,,,16-CW*1,0.0,shopify,999,deny,manual,29.99,73.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/1_7e00d0b0-f835-4731-a652-d619d6eab263.jpg?v=1729505251,1,"",false,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
2016-us-pets-forever-stamps,,,,,,,,,15 Books of 20 (300 Stamps),,,,,,,,16-CW*3,0.0,shopify,1000,deny,manual,71.98,219.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/2_da3c0b32-03af-4d0c-9e4a-dc23dcf96dd0.jpg?v=1729505251,2,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2016-us-pets-forever-stamps,,,,,,,,,25 Books of 20 (500 Stamps),,,,,,,,16-CW*5,0.0,shopify,1000,deny,manual,104.97,365.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/3_6ae82a56-05d9-435d-b9a4-a4a11dd02f87.jpg?v=1729505251,3,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2016-us-pets-forever-stamps,,,,,,,,,50 Books of 20 (1000 Stamps),,,,,,,,16-CW*10,0.0,shopify,1000,deny,manual,199.99,730.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/4_c8cc2eb5-1f2b-44b8-93ca-9053ac3bf982.jpg?v=1729505251,4,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2016-us-pets-forever-stamps,,,,,,,,,250 Books of 20 (5000 Stamps),,,,,,,,16-CW*50,0.0,shopify,1000,deny,manual,899.70,3650.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/5_108adcf7-190d-4498-a800-cc4d63556ec8.jpg?v=1729505251,5,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2016-us-pets-forever-stamps,,,,,,,,,500 Books of 20 (10000 Stamps),,,,,,,,16-CW*100,0.0,shopify,1000,deny,manual,1699.99,7300.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/6_eff0ac44-e92b-43e5-8850-02ad637d4bbb.jpg?v=1729505251,6,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2017-us-flag-forever-firstclass-rate-stamps,2017 U.S Flag Forever First-Class Rate Stamps,"<p style=""box-sizing: border-box; margin-top: 0px; margin-bottom: 1em; color: #3a3e3f; font-family: 'PT Serif', sans-serif;"">This is a roll of 100 Forever stamps, 100 brand new Forever stamps. The stamp is the American flag, issued by the Post Service.</p>
<p style=""box-sizing: border-box; margin-top: 0px; margin-bottom: 1em; color: #3a3e3f; font-family: 'PT Serif', sans-serif;"">This is a Single of United States Scott numbers 5159.</p>
<p style=""box-sizing: border-box; margin-top: 0px; margin-bottom: 1em; color: #3a3e3f; font-family: 'PT Serif', sans-serif;"">Issued in 2017, the stamps are Very Fine, Mint Never Hinged.</p>
<p style=""box-sizing: border-box; margin-top: 0px; margin-bottom: 1em; color: #3a3e3f; font-family: 'PT Serif', sans-serif;"">Any Questions feel free to e-mail or send a message.</p>
<p style=""box-sizing: border-box; margin-top: 0px; margin-bottom: 1em; color: #3a3e3f; font-family: 'PT Serif', sans-serif;"">Any Rainbow effect you may see in the picture is from the protective plastic over the stamp.</p>",Hawk,,"","",true,Style,1 Coil of 100 (100 Stamps),,,,,,,,17-GQJ*1,0.0,shopify,999,deny,manual,29.99,73.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/1_0fa31a5d-84b3-4862-b71a-ddef890d9454.jpg?v=1729505239,1,"",false,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
2017-us-flag-forever-firstclass-rate-stamps,,,,,,,,,3 Coils of 100 (300 Stamps),,,,,,,,17-GQJ*3,0.0,shopify,1000,deny,manual,71.98,219.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/2_62b71fde-09bc-46da-bcbf-bccc78463a3c.jpg?v=1729505239,2,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2017-us-flag-forever-firstclass-rate-stamps,,,,,,,,,5 Coils of 100 (500 Stamps),,,,,,,,17-GQJ*5,0.0,shopify,1000,deny,manual,104.97,365.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/3_5c233126-d16f-4c7e-9a43-7b1295530672.jpg?v=1729505239,3,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2017-us-flag-forever-firstclass-rate-stamps,,,,,,,,,10 Coils of 100 (1000 Stamps),,,,,,,,17-GQJ*10,0.0,shopify,1000,deny,manual,199.99,730.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/4_dc05abac-cd72-4190-89c4-7472d9ea24c6.jpg?v=1729505239,4,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2017-us-flag-forever-firstclass-rate-stamps,,,,,,,,,50 Coils of 100 (5000 Stamps),,,,,,,,17-GQJ*50,0.0,shopify,1000,deny,manual,899.70,3650.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/5_ecf3c3b4-627b-4c94-a5e4-802f16744599.jpg?v=1729505239,5,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2017-us-flag-forever-firstclass-rate-stamps,,,,,,,,,100 Coils of 100 (10000 Stamps),,,,,,,,17-GQJ*100,0.0,shopify,1000,deny,manual,1699.99,7300.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/6_4892a8ab-c248-4320-82b4-e1b9218c2d5e.jpg?v=1729505239,6,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2017-us-postal-issue-sharks-forever-stamps,2017 U.S. Postal Issue Sharks Forever Stamps,"<p style=""box-sizing: border-box; margin-top: 0px; margin-bottom: 1em; color: #3a3e3f; font-family: 'PT Serif', sans-serif;"">Possibly no other creatures are as mythologized ?a or as misunderstood ?a as sharks. Blockbuster thrillers and sensationalized media have fueled the belief that sharks are monsters: unthinking, bloodthirsty, vengeful and primitive. While they are ancient creatures, having emerged long before the first dinosaurs, after 400 million years the 500 or so known shark species have adapted to their ecological role.</p>
<p style=""box-sizing: border-box; margin-top: 0px; margin-bottom: 1em; color: #3a3e3f; font-family: 'PT Serif', sans-serif;"">Sharks?¡¥ adaptations include light, flexible skeletons of cartilage, teeth replaced without limit and skin covered by a hydrodynamic surface of tiny tooth-like structures. Their keen senses include one that detects electrical signals given off by prey and enables navigation by Earth?¡¥s magnetic field. Their nervous systems are also adapted to sense miniscule water movements, such as the struggles of a far-off fish.</p>",Hawk,,"","",false,Style,5 Books of 20 (100 Stamps),,,,,,,,17-SY*1,0.0,shopify,1000,deny,manual,29.99,73.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/1_1bc8e083-d8d0-48cc-bdb6-67dbf1bad10e.jpg?v=1729505229,1,"",false,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,archived
2017-us-postal-issue-sharks-forever-stamps,,,,,,,,,15 Books of 20 (300 Stamps),,,,,,,,17-SY*3,0.0,shopify,1000,deny,manual,71.98,219.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/2_f329fa3d-4140-4e83-a7e0-d6747fd6ecd8.jpg?v=1729505229,2,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2017-us-postal-issue-sharks-forever-stamps,,,,,,,,,25 Books of 20 (500 Stamps),,,,,,,,17-SY*5,0.0,shopify,1000,deny,manual,104.97,365.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/3_0bb88d59-625c-4e8c-8ef9-41412751c54b.jpg?v=1729505229,3,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2017-us-postal-issue-sharks-forever-stamps,,,,,,,,,50 Books of 20 (1000 Stamps),,,,,,,,17-SY*10,0.0,shopify,1000,deny,manual,199.99,730.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/4_7837c557-78cf-4b46-849b-1edd96fd1d81.jpg?v=1729505229,4,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2017-us-postal-issue-sharks-forever-stamps,,,,,,,,,250 Books of 20 (5000 Stamps),,,,,,,,17-SY*50,0.0,shopify,1000,deny,manual,899.70,3650.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/5_c3d8400d-6b5d-497e-84cc-7e4516d44ed0.jpg?v=1729505229,5,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2017-us-postal-issue-sharks-forever-stamps,,,,,,,,,500 Books of 20 (10000 Stamps),,,,,,,,17-SY*100,0.0,shopify,1000,deny,manual,1699.99,7300.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/6_2f6b5d34-5cc0-45e4-8e76-17ce473d587c.jpg?v=1729505229,6,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2017-us-flowers-from-the-garden,2017 US Flowers from the Garden,"<p style=""border: 0px; font-family: sans-serif; font-size: 14px; margin-bottom: 12px; outline: 0px; padding: 0px; vertical-align: baseline; line-height: 18px; color: rgb(43, 43, 43);"">Flowers From the Garden, four stamps that honor the beauty of floral arrangements, were dedicated Aug. 16,2017.</p><p style=""border: 0px; font-family: sans-serif; font-size: 14px; margin-bottom: 12px; outline: 0px; padding: 0px; vertical-align: baseline; line-height: 18px; color: rgb(43, 43, 43);"">?¡ãThe Postal Service has a long tradition of showcasing flowers and floral artwork on stamps.? Flowers have been a perennial favorite, with hundreds of floral stamps released over the years,?¡À said Employee Resource Management VP Simon Storey, who dedicated the stamps in Sioux Falls, SD.</p><p style=""border: 0px; font-family: sans-serif; font-size: 14px; margin-bottom: 12px; outline: 0px; padding: 0px; vertical-align: baseline; line-height: 18px; color: rgb(43, 43, 43);"">?¡ãEach of these stamps is a small masterpiece, or as we say in the Postal Service, miniature works of art,?¡À Storey said.</p><p style=""border: 0px; font-family: sans-serif; font-size: 14px; margin-bottom: 12px; outline: 0px; padding: 0px; vertical-align: baseline; line-height: 18px; color: rgb(43, 43, 43);"">The ceremony was held at Mary Jo Wegner Arboretum. Other speakers included South Dakota Gov. Dennis Daugaard, Sioux Falls City Council Member Michelle Erpenbach, plant scientist Sarah Stowers, and stamp artist Elizabeth Brandon.</p><p style=""border: 0px; font-family: sans-serif; font-size: 14px; margin-bottom: 12px; outline: 0px; padding: 0px; vertical-align: baseline; line-height: 18px; color: rgb(43, 43, 43);"">The 20-stamp sheet features four images inspired by 17th and 18th century still-life paintings of garden flowers: red camellias and yellow forsythia in a pitcher; white peonies and pink tree peonies in a vase; white hydrangeas, white and pink roses, green hypericum berries and purple lisianthus in a vase; and blue hydrangeas in a pot.</p>",Hawk,,"","",true,Style,5 Books of 20 (100 Stamps),,,,,,,,17-XQH*1,0.0,shopify,1000,deny,manual,29.99,73.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/1_52fa6f85-db05-4247-b22d-cfef4ad9750b.jpg?v=1729505218,1,"",false,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
2017-us-flowers-from-the-garden,,,,,,,,,15 Books of 20 (300 Stamps),,,,,,,,17-XQH*3,0.0,shopify,1000,deny,manual,71.98,219.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/2_3ffc2a3e-b909-4df7-b6d5-c4efe22221e8.jpg?v=1729505218,2,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2017-us-flowers-from-the-garden,,,,,,,,,25 Books of 20 (500 Stamps),,,,,,,,17-XQH*5,0.0,shopify,1000,deny,manual,104.97,365.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/3_b1eeb245-786a-4f34-b0d7-5964b2a783d7.jpg?v=1729505218,3,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2017-us-flowers-from-the-garden,,,,,,,,,50 Books of 20 (1000 Stamps),,,,,,,,17-XQH*10,0.0,shopify,1000,deny,manual,199.99,730.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/4_a5bdd5e5-3756-4340-9f89-9b7294396d14.jpg?v=1729505218,4,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2017-us-flowers-from-the-garden,,,,,,,,,250 Books of 20 (5000 Stamps),,,,,,,,17-XQH*50,0.0,shopify,1000,deny,manual,899.70,3650.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/5_e85f2702-4efd-4ba2-b59c-9b38d28cb0b1.jpg?v=1729505218,5,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
2017-us-flowers-from-the-garden,,,,,,,,,500 Books of 20 (10000 Stamps),,,,,,,,17-XQH*100,0.0,shopify,1000,deny,manual,1699.99,7300.00,true,false,,https://cdn.shopify.com/s/files/1/0722/0081/4838/files/6_07b9b68a-f0a0-47dc-891b-1158acba8e64.jpg?v=1729505218,6,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
