product_handle,name,email,rating,customer_image,review_title,review_body,reply,date(yyyy-mm-dd),review_image1,review_image2,review_image3,review_image4,review_image5,review_type
2023-us-flag-forever-stamps-book,Ely,default@thimatic.com,5,,,"I'm not thrilled with the designs, honestly.",,"2024/04/24 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-book,Sharon,default@thimatic.com,5,,,"Fantastic quality for the price!",,"2024/04/10 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-book,Iris,default@thimatic.com,5,,,"Really brightens up my mail.",,"2024/03/26 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-book,Oswald,default@thimatic.com,5,,,"I can't stop admiring them!",,"2024/03/12 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-book,Nancy,default@thimatic.com,5,,,"Very unique collection, love it!",,"2024/02/20 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-book,Norseman,default@thimatic.com,5,,,"Shipping was slower than expected.",,"2024/01/27 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-book,Whitney,default@thimatic.com,5,,,"Each stamp tells a story.",,"2023/12/30 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-book,Fara,default@thimatic.com,5,,,"Great for both kids and adults!",,"2023/11/24 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-book,Meadow,default@thimatic.com,5,,,"Perfect for my historical collection.",,"2023/10/30 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-book,Eliot,default@thimatic.com,5,,,"The colors are vibrant and beautiful!",,"2023/09/24 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-sheet,Hartley,default@thimatic.com,5,,,"I'm a bit disappointed in the quality.",,"2024/10/20 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-sheet,Freda,default@thimatic.com,5,,,"A lovely assortment of designs.",,"2024/10/11 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-sheet,Wolf,default@thimatic.com,5,,,"These are my new favorite stamps!",,"2024/09/27 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-sheet,Marc,default@thimatic.com,5,,,"Great attention to detail!",,"2024/09/13 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-sheet,Ethan,default@thimatic.com,5,,,"I had higher hopes for this set.",,"2024/08/30 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-sheet,Ramona,default@thimatic.com,5,,,,,"2024/08/16 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-sheet,Angela,default@thimatic.com,5,,,"The packaging was excellent.",,"2024/07/29 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-sheet,Gale,default@thimatic.com,5,,,"Such a fun collection to have!",,"2024/07/15 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-sheet,William,default@thimatic.com,5,,,"Some designs are not as appealing to me.",,"2024/06/26 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-sheet,Godfrey,default@thimatic.com,5,,,"The stamps make my letters stand out!",,"2024/06/12 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-sheet,Vivianne,default@thimatic.com,5,,,"Absolutely worth the money!",,"2024/05/25 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-sheet,Irvin,default@thimatic.com,5,,,"I can't believe how fast they shipped!",,"2024/05/11 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-sheet,Theodore,default@thimatic.com,5,,,"These stamps are simply delightful!",,"2024/04/28 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-sheet,Questa,default@thimatic.com,5,,,"The quality is not what I expected.",,"2024/04/14 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-sheet,Lucille,default@thimatic.com,5,,,"A must-have for any stamp lover!",,"2024/03/29 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-sheet,Farrah,default@thimatic.com,5,,,"Great for arts and crafts!",,"2024/03/15 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-sheet,Listener,default@thimatic.com,5,,,"I love how unique they are!",,"2024/02/27 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-sheet,Griswald,default@thimatic.com,5,,,"Not what I was hoping for.",,"2024/02/13 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-sheet,Nightingale,default@thimatic.com,5,,,"These stamps are truly works of art.",,"2024/01/30 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-sheet,Norris,default@thimatic.com,5,,,"Very happy with my purchase!",,"2023/12/27 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-sheet,Fiery,default@thimatic.com,5,,,,,"2023/11/29 12:00:00",,,,,,CSV
2023-us-flag-forever-stamps-sheet,Gregory,default@thimatic.com,5,,,"These stamps add charm to my letters!",,"2023/10/25 12:00:00",,,,,,CSV
2016-us-florentine-madonna-and-child-forever-stamps,Guinevere,default@thimatic.com,5,,,"I'm glad I bought them!",,"2024/09/09 12:00:00",,,,,,CSV
2016-us-florentine-madonna-and-child-forever-stamps,Theodora,default@thimatic.com,5,,,"Such beautiful colors and patterns!",,"2024/08/21 12:00:00",,,,,,CSV
2016-us-florentine-madonna-and-child-forever-stamps,Griswold,default@thimatic.com,5,,,"One of the best purchases I've made!",,"2024/07/03 12:00:00",,,,,,CSV
2016-us-florentine-madonna-and-child-forever-stamps,Rebecca,default@thimatic.com,5,,,"Great for gift wrapping as well!",,"2024/05/20 12:00:00",,,,,,CSV
2016-us-florentine-madonna-and-child-forever-stamps,Thunder,default@thimatic.com,5,,,"These stamps are a real treasure!",,"2023/12/14 12:00:00",,,,,,CSV
2016-us-florentine-madonna-and-child-forever-stamps,Supplanter,default@thimatic.com,5,,,"I wish there were more options.",,"2023/04/25 12:00:00",,,,,,CSV
2021-us-lighthouse-forever-stamps,Quillan,default@thimatic.com,5,,,"Such vibrant colors!",,"2024/10/27 12:00:00",,,,,,CSV
2021-us-lighthouse-forever-stamps,Anne,default@thimatic.com,5,,,,,"2024/10/20 12:00:00",,,,,,CSV
2021-us-lighthouse-forever-stamps,Molly,default@thimatic.com,4,,,"These stamps have a nostalgic feel to them.",,"2024/10/13 12:00:00",,,,,,CSV
2021-us-lighthouse-forever-stamps,Virtuous,default@thimatic.com,5,,,"I was expecting more detailed designs.",,"2024/10/06 12:00:00",,,,,,CSV
2021-us-lighthouse-forever-stamps,Luna,default@thimatic.com,5,,,"The designs are amazing!",,"2024/09/29 12:00:00",,,,,,CSV
2021-us-lighthouse-forever-stamps,Valda,default@thimatic.com,5,,,"Love how they look in my album.",,"2024/09/15 12:00:00",,,,,,CSV
2021-us-lighthouse-forever-stamps,Davin,default@thimatic.com,5,,,,,"2024/08/28 12:00:00",,,,,,CSV
2021-us-lighthouse-forever-stamps,Timothea,default@thimatic.com,5,,,"Some stamps were a little bent.",,"2024/08/14 12:00:00",,,,,,CSV
2021-us-lighthouse-forever-stamps,Erin,default@thimatic.com,5,,,"The colors are even better in person!",,"2024/07/31 12:00:00",,,,,,CSV
2021-us-lighthouse-forever-stamps,Emma,default@thimatic.com,5,,,"I love the artistic flair!",,"2024/07/17 12:00:00",,,,,,CSV
2021-us-lighthouse-forever-stamps,Rowena,default@thimatic.com,5,,,"These are not what I expected, but still nice.",,"2024/06/29 12:00:00",,,,,,CSV
2021-us-lighthouse-forever-stamps,Anastasia,default@thimatic.com,5,,,"Absolutely a delightful find!",,"2024/06/15 12:00:00",,,,,,CSV
2021-us-lighthouse-forever-stamps,Hetty,default@thimatic.com,5,,,"They add so much character to my letters.",,"2024/05/28 12:00:00",,,,,,CSV
2021-us-lighthouse-forever-stamps,Well-Born,default@thimatic.com,5,,,"I'm very pleased with this collection!",,"2024/05/11 12:00:00",,,,,,CSV
2021-us-lighthouse-forever-stamps,Kenyon,default@thimatic.com,5,,,"They look beautiful in my scrapbook!",,"2024/04/24 12:00:00",,,,,,CSV
2021-us-lighthouse-forever-stamps,Larina,default@thimatic.com,5,,,"I had issues with delivery, but overall satisfied.",,"2024/03/17 12:00:00",,,,,,CSV
2021-us-lighthouse-forever-stamps,Eugenia,default@thimatic.com,5,,,"Great for creating unique cards.",,"2024/02/29 12:00:00",,,,,,CSV
2021-us-lighthouse-forever-stamps,Paul,default@thimatic.com,5,,,"These stamps are a joy to use!",,"2024/01/15 12:00:00",,,,,,CSV
2021-us-lighthouse-forever-stamps,Lorelei,default@thimatic.com,5,,,"I appreciate the mix of themes.",,"2023/12/08 12:00:00",,,,,,CSV
2021-us-lighthouse-forever-stamps,Kay,default@thimatic.com,5,,,"Some designs are not my favorite.",,"2023/11/01 12:00:00",,,,,,CSV
2021-us-lighthouse-forever-stamps,Travers,default@thimatic.com,5,,,"The quality is impressive for the price!",,"2024/06/15 12:00:00",,,,,,CSV
2021-us-lighthouse-forever-stamps,Ulva,default@thimatic.com,5,,,,,"2024/05/28 12:00:00",,,,,,CSV
2017-firstclass-forever-stamp-wedding-series-celebration-boutonniere,Lucinda,default@thimatic.com,5,,,"They add a lovely touch to my correspondence.",,"2024/10/26 12:00:00",,,,,,CSV
2017-firstclass-forever-stamp-wedding-series-celebration-boutonniere,Quenby,default@thimatic.com,5,,,"A wonderful assortment of beautiful stamps.",,"2024/10/19 12:00:00",,,,,,CSV
2017-firstclass-forever-stamp-wedding-series-celebration-boutonniere,Samson,default@thimatic.com,5,,,"I really enjoy these, they are fantastic!",,"2024/10/12 12:00:00",,,,,,CSV
2017-firstclass-forever-stamp-wedding-series-celebration-boutonniere,Wood,default@thimatic.com,5,,,"A bit overpriced for what you get.",,"2024/10/03 12:00:00",,,,,,CSV
2017-firstclass-forever-stamp-wedding-series-celebration-boutonniere,Julie,default@thimatic.com,5,,,"Great for both collecting and mailing.",,"2024/09/22 12:00:00",,,,,,CSV
2017-firstclass-forever-stamp-wedding-series-celebration-boutonniere,Graceful,default@thimatic.com,5,,,"Each stamp is more beautiful than the last!",,"2024/09/10 12:00:00",,,,,,CSV
2017-firstclass-forever-stamp-wedding-series-celebration-boutonniere,Noblewoman,default@thimatic.com,5,,,"I wish they were easier to find locally.",,"2024/08/25 12:00:00",,,,,,CSV
2017-firstclass-forever-stamp-wedding-series-celebration-boutonniere,Kyla,default@thimatic.com,5,,,"The designs are fantastic, very creative!",,"2024/08/11 12:00:00",,,,,,CSV
2017-firstclass-forever-stamp-wedding-series-celebration-boutonniere,Heath,default@thimatic.com,5,,,,,"2024/07/28 12:00:00",,,,,,CSV
2017-firstclass-forever-stamp-wedding-series-celebration-boutonniere,Helena,default@thimatic.com,5,,,"These stamps are great conversation starters!",,"2024/07/14 12:00:00",,,,,,CSV
2017-firstclass-forever-stamp-wedding-series-celebration-boutonniere,Abigail,default@thimatic.com,5,,,"Perfect for any craft enthusiast!",,"2024/06/25 12:00:00",,,,,,CSV
2017-firstclass-forever-stamp-wedding-series-celebration-boutonniere,Attendant,default@thimatic.com,5,,,"The variety in this set is wonderful!",,"2024/06/11 12:00:00",,,,,,CSV
2017-firstclass-forever-stamp-wedding-series-celebration-boutonniere,Frederick,default@thimatic.com,5,,,"Some stamps had minor flaws.",,"2024/05/27 12:00:00",,,,,,CSV
2017-firstclass-forever-stamp-wedding-series-celebration-boutonniere,Beloved,default@thimatic.com,5,,,"I love the variety of styles available!",,"2024/05/13 12:00:00",,,,,,CSV
2017-firstclass-forever-stamp-wedding-series-celebration-boutonniere,Mora,default@thimatic.com,5,,,"Great service and beautiful stamps!",,"2024/04/30 12:00:00",,,,,,CSV
2017-firstclass-forever-stamp-wedding-series-celebration-boutonniere,Hanna,default@thimatic.com,5,,,"These are perfect for my mail art!",,"2024/04/16 12:00:00",,,,,,CSV
2017-firstclass-forever-stamp-wedding-series-celebration-boutonniere,Norine,default@thimatic.com,5,,,"Absolutely love them!",,"2024/03/23 12:00:00",,,,,,CSV
2017-us-flowers-from-the-garden,Zoe,default@thimatic.com,5,,,"They made my letters so much more special!",,"2024/10/24 12:00:00",,,,,,CSV
2017-us-flowers-from-the-garden,Hannah,default@thimatic.com,5,,,"Some stamps arrived slightly damaged, unfortunately.",,"2024/10/18 12:00:00",,,,,,CSV
2017-us-flowers-from-the-garden,Primrose,default@thimatic.com,5,,,"Incredible attention to detail and design!",,"2024/10/10 12:00:00",,,,,,CSV
2017-us-flowers-from-the-garden,Ruth,default@thimatic.com,5,,,"These stamps are amazing!",,"2024/09/26 12:00:00",,,,,,CSV
2017-us-flowers-from-the-garden,Philippa,default@thimatic.com,5,,,"So beautiful and colorful!",,"2024/09/14 12:00:00",,,,,,CSV
2017-us-flowers-from-the-garden,Laurel,default@thimatic.com,5,,,"Very pleased with my purchase.",,"2024/08/31 12:00:00",,,,,,CSV
2017-us-flowers-from-the-garden,Jane,default@thimatic.com,4,,,"Perfect for my collection!",,"2024/08/17 12:00:00",,,,,,CSV
2017-us-flowers-from-the-garden,Earthy,default@thimatic.com,5,,,"The designs are unique and fun.",,"2024/07/30 12:00:00",,,,,,CSV
2017-us-flowers-from-the-garden,Regal,default@thimatic.com,5,,,"I expected more variety in this set.",,"2024/07/16 12:00:00",,,,,,CSV
2017-us-flowers-from-the-garden,Willa,default@thimatic.com,5,,,"Great quality overall!",,"2024/06/28 12:00:00",,,,,,CSV
2017-us-flowers-from-the-garden,Rolf,default@thimatic.com,5,,,"These stamps brighten up my letters.",,"2024/06/14 12:00:00",,,,,,CSV
2017-us-flowers-from-the-garden,Aileen,default@thimatic.com,5,,,"I'm impressed with the craftsmanship.",,"2024/05/26 12:00:00",,,,,,CSV
2017-us-flowers-from-the-garden,Dark-Haired,default@thimatic.com,5,,,"One stamp was damaged; not ideal.",,"2024/05/12 12:00:00",,,,,,CSV
2017-us-flowers-from-the-garden,Nadia,default@thimatic.com,5,,,"Absolutely love these designs!",,"2024/04/29 12:00:00",,,,,,CSV
2017-us-flowers-from-the-garden,Lillian,default@thimatic.com,5,,,"They arrived quickly and well-packaged.",,"2024/04/15 12:00:00",,,,,,CSV
2017-us-flowers-from-the-garden,Gavin,default@thimatic.com,5,,,"Fantastic addition to my scrapbook.",,"2024/03/20 12:00:00",,,,,,CSV
2017-us-flowers-from-the-garden,Tristan,default@thimatic.com,5,,,"Some colors are less vibrant than expected.",,"2024/02/24 12:00:00",,,,,,CSV
2017-us-flowers-from-the-garden,Drake,default@thimatic.com,5,,,,,"2024/01/28 12:00:00",,,,,,CSV
2017-us-flowers-from-the-garden,Montgomery,default@thimatic.com,5,,,"The artwork is stunning.",,"2023/12/22 12:00:00",,,,,,CSV
2018-us-global-poinsettia-forever-stamps,Cheerful,default@thimatic.com,5,,,"A lovely mix of historical themes.",,"2024/10/23 12:00:00",,,,,,CSV
2018-us-global-poinsettia-forever-stamps,Kenneth,default@thimatic.com,5,,,"These are perfect for my crafting projects.",,"2024/10/16 12:00:00",,,,,,CSV
2018-us-global-poinsettia-forever-stamps,Errol,default@thimatic.com,5,,,"Shipping took longer than anticipated.",,"2024/10/09 12:00:00",,,,,,CSV
2018-us-global-poinsettia-forever-stamps,Otis,default@thimatic.com,5,,,"Great for any occasion!",,"2024/09/28 12:00:00",,,,,,CSV
2018-us-global-poinsettia-forever-stamps,Ancestress,default@thimatic.com,5,,,"I was hoping for a more colorful set.",,"2024/09/13 12:00:00",,,,,,CSV
2024-shaker-design-stamps-forever-first-class-postage-stamps,Kenway,default@thimatic.com,5,,,"Very happy with the detail in each stamp!",,"2024/08/27 12:00:00",,,,,,CSV
2024-shaker-design-stamps-forever-first-class-postage-stamps,Chief,default@thimatic.com,5,,,"These stamps are truly works of art.",,"2024/08/13 12:00:00",,,,,,CSV
2024-shaker-design-stamps-forever-first-class-postage-stamps,Ellen,default@thimatic.com,5,,,"Nice quality, but I expected better designs.",,"2024/07/27 12:00:00",,,,,,CSV
2024-shaker-design-stamps-forever-first-class-postage-stamps,Perfect,default@thimatic.com,5,,,"They add a special touch to my letters.",,"2024/07/13 12:00:00",,,,,,CSV
2024-shaker-design-stamps-forever-first-class-postage-stamps,Jonathan,default@thimatic.com,5,,,"Great for sending holiday cards!",,"2024/06/24 12:00:00",,,,,,CSV
2024-shaker-design-stamps-forever-first-class-postage-stamps,Denise,default@thimatic.com,5,,,,,"2024/06/10 12:00:00",,,,,,CSV
2024-shaker-design-stamps-forever-first-class-postage-stamps,Sibley,default@thimatic.com,5,,,,,"2024/05/22 12:00:00",,,,,,CSV
2024-shaker-design-stamps-forever-first-class-postage-stamps,Ruler,default@thimatic.com,5,,,"Beautifully crafted, very pleased!",,"2024/05/08 12:00:00",,,,,,CSV
2024-shaker-design-stamps-forever-first-class-postage-stamps,Winston,default@thimatic.com,5,,,"I wish there were more options available.",,"2024/04/25 12:00:00",,,,,,CSV
2024-shaker-design-stamps-forever-first-class-postage-stamps,Champion,default@thimatic.com,5,,,"These stamps remind me of my childhood!",,"2024/04/11 12:00:00",,,,,,CSV
2024-shaker-design-stamps-forever-first-class-postage-stamps,Oliver,default@thimatic.com,5,,,"I love how unique each one is.",,"2024/03/18 12:00:00",,,,,,CSV
2024-shaker-design-stamps-forever-first-class-postage-stamps,Jasper,default@thimatic.com,5,,,"Fantastic for collectors and casual users alike.",,"2024/03/04 12:00:00",,,,,,CSV
2024-shaker-design-stamps-forever-first-class-postage-stamps,Regina,default@thimatic.com,5,,,"The colors are beautiful but not as bright.",,"2024/02/10 12:00:00",,,,,,CSV
2020-us-christmas-holiday-delights-forever-postage-stamps,Servant,default@thimatic.com,5,,,,,"2024/10/27 12:00:00",,,,,,CSV
2020-us-christmas-holiday-delights-forever-postage-stamps,Happy,default@thimatic.com,5,,,"Great for creating custom cards!",,"2024/10/20 12:00:00",,,,,,CSV
2020-us-christmas-holiday-delights-forever-postage-stamps,Egbert,default@thimatic.com,5,,,,,"2024/10/13 12:00:00",,,,,,CSV
2020-us-christmas-holiday-delights-forever-postage-stamps,Daley,default@thimatic.com,5,,,"These stamps make my mail stand out!",,"2024/10/06 12:00:00",,,,,,CSV
2020-us-christmas-holiday-delights-forever-postage-stamps,Just,default@thimatic.com,5,,,"I was a bit disappointed in the packaging.",,"2024/09/29 12:00:00",,,,,,CSV
2020-us-christmas-holiday-delights-forever-postage-stamps,Amber,default@thimatic.com,5,,,"Such creative designs!",,"2024/09/22 12:00:00",,,,,,CSV
2020-us-christmas-holiday-delights-forever-postage-stamps,Kevin,default@thimatic.com,5,,,"I'm excited to add these to my collection.",,"2024/09/08 12:00:00",,,,,,CSV
2020-us-christmas-holiday-delights-forever-postage-stamps,Isaac,default@thimatic.com,5,,,"These stamps are a treasure!",,"2024/08/25 12:00:00",,,,,,CSV
2020-us-christmas-holiday-delights-forever-postage-stamps,Pledge,default@thimatic.com,5,,,"Very good quality for the price.",,"2024/08/18 12:00:00",,,,,,CSV
2020-us-christmas-holiday-delights-forever-postage-stamps,Bernadette,default@thimatic.com,5,,,"Some designs are not my style, though.",,"2024/08/04 12:00:00",,,,,,CSV
2020-us-christmas-holiday-delights-forever-postage-stamps,Melvin,default@thimatic.com,5,,,"They arrived just in time for my project!",,"2024/07/21 12:00:00",,,,,,CSV
2020-us-christmas-holiday-delights-forever-postage-stamps,Hamlin,default@thimatic.com,5,,,"Beautifully designed and well-made.",,"2024/07/07 12:00:00",,,,,,CSV
2020-us-christmas-holiday-delights-forever-postage-stamps,Sally,default@thimatic.com,5,,,"The shipping was fast and efficient.",,"2024/06/24 12:00:00",,,,,,CSV
2020-us-christmas-holiday-delights-forever-postage-stamps,Lee,default@thimatic.com,5,,,"These stamps are a great find!",,"2024/06/10 12:00:00",,,,,,CSV
2020-us-christmas-holiday-delights-forever-postage-stamps,Lea,default@thimatic.com,5,,,,,"2024/05/27 12:00:00",,,,,,CSV
2020-us-christmas-holiday-delights-forever-postage-stamps,Lombard,default@thimatic.com,5,,,"Very charming collection of stamps.",,"2024/05/13 12:00:00",,,,,,CSV
2020-us-christmas-holiday-delights-forever-postage-stamps,Kilian,default@thimatic.com,5,,,"Some stamps had minor defects.",,"2024/04/30 12:00:00",,,,,,CSV
2020-us-christmas-holiday-delights-forever-postage-stamps,Peyton,default@thimatic.com,5,,,"Perfect for my postcard project!",,"2024/04/16 12:00:00",,,,,,CSV
2020-us-christmas-holiday-delights-forever-postage-stamps,Rebellious,default@thimatic.com,5,,,"These stamps are a must-have!",,"2024/03/29 12:00:00",,,,,,CSV
2020-us-christmas-holiday-delights-forever-postage-stamps,Flora,default@thimatic.com,5,,,"I appreciate the historical significance.",,"2024/03/15 12:00:00",,,,,,CSV
2020-us-christmas-holiday-delights-forever-postage-stamps,Bound,default@thimatic.com,5,,,"Great for scrapbooking and crafting!",,"2024/02/22 12:00:00",,,,,,CSV
2020-us-christmas-holiday-delights-forever-postage-stamps,Estelle,default@thimatic.com,4,,,"I love the themes they represent.",,"2024/01/29 12:00:00",,,,,,CSV
2020-us-global-chrysanthemum-forever-stamps,Robin,default@thimatic.com,5,,,"One of my favorite purchases this year!",,"2024/10/26 12:00:00",,,,,,CSV
2020-us-global-chrysanthemum-forever-stamps,White,default@thimatic.com,5,,,"The colors are even better in person!",,"2024/10/19 12:00:00",,,,,,CSV
2020-us-global-chrysanthemum-forever-stamps,Priscilla,default@thimatic.com,5,,,"These stamps really tell a story.",,"2024/10/12 12:00:00",,,,,,CSV
2020-us-global-chrysanthemum-forever-stamps,Sloane,default@thimatic.com,5,,,"Some of the designs are not as appealing.",,"2024/10/05 12:00:00",,,,,,CSV
2020-us-global-chrysanthemum-forever-stamps,Felicia,default@thimatic.com,5,,,"Absolutely delightful!",,"2024/09/28 12:00:00",,,,,,CSV
2020-us-global-chrysanthemum-forever-stamps,Norma,default@thimatic.com,5,,,,,"2024/09/21 12:00:00",,,,,,CSV
2020-us-global-chrysanthemum-forever-stamps,Berta,default@thimatic.com,5,,,"These are perfect for gift wrapping.",,"2024/09/07 12:00:00",,,,,,CSV
2020-us-global-chrysanthemum-forever-stamps,Victoria,default@thimatic.com,5,,,"I had a small issue with my order, but it was resolved quickly.",,"2024/08/24 12:00:00",,,,,,CSV
2020-us-global-chrysanthemum-forever-stamps,Elena,default@thimatic.com,5,,,"Great for any letter or card!",,"2024/08/17 12:00:00",,,,,,CSV
2020-us-global-chrysanthemum-forever-stamps,Hortense,default@thimatic.com,5,,,"The variety in this set is fantastic.",,"2024/08/03 12:00:00",,,,,,CSV
2020-us-global-chrysanthemum-forever-stamps,Cheerful,default@thimatic.com,5,,,"These stamps make every letter special!",,"2024/07/20 12:00:00",,,,,,CSV
2020-us-global-chrysanthemum-forever-stamps,Kendrick,default@thimatic.com,5,,,"A few designs were a little too simple.",,"2024/07/06 12:00:00",,,,,,CSV
2020-us-global-chrysanthemum-forever-stamps,Echo,default@thimatic.com,5,,,"I love the creative flair!",,"2024/06/23 12:00:00",,,,,,CSV
2020-us-global-chrysanthemum-forever-stamps,Simona,default@thimatic.com,5,,,"Great for both mailing and collecting.",,"2024/06/09 12:00:00",,,,,,CSV
2020-us-global-chrysanthemum-forever-stamps,Kirsten,default@thimatic.com,5,,,"I'm so glad I found these!",,"2024/05/26 12:00:00",,,,,,CSV
2020-us-global-chrysanthemum-forever-stamps,Lester,default@thimatic.com,5,,,"The designs are very artistic and unique.",,"2024/05/12 12:00:00",,,,,,CSV
2020-us-global-chrysanthemum-forever-stamps,Henry,default@thimatic.com,5,,,"These stamps are a joy to use!",,"2024/04/29 12:00:00",,,,,,CSV
2020-us-global-chrysanthemum-forever-stamps,Felix,default@thimatic.com,5,,,"Very happy with the purchase overall!",,"2024/04/15 12:00:00",,,,,,CSV
2020-us-global-chrysanthemum-forever-stamps,Diana,default@thimatic.com,5,,,"They add a personal touch to my letters.",,"2024/03/28 12:00:00",,,,,,CSV
2020-us-global-chrysanthemum-forever-stamps,Kurt,default@thimatic.com,5,,,"Not as good as I hoped, but still nice.",,"2024/03/14 12:00:00",,,,,,CSV
2020-us-global-chrysanthemum-forever-stamps,James,default@thimatic.com,5,,,"These stamps are definitely worth it!",,"2024/02/21 12:00:00",,,,,,CSV
2020-us-global-chrysanthemum-forever-stamps,Trustworthy,default@thimatic.com,5,,,"I wish the colors were brighter.",,"2024/01/28 12:00:00",,,,,,CSV
2020-us-made-of-hearts-forever-firstclass-postage-stamps-wedding,Landon,default@thimatic.com,5,,,,,"2024/10/25 12:00:00",,,,,,CSV
2020-us-made-of-hearts-forever-firstclass-postage-stamps-wedding,Amaryllis,default@thimatic.com,5,,,"I really enjoy the variety of themes.",,"2024/10/18 12:00:00",,,,,,CSV
2020-us-made-of-hearts-forever-firstclass-postage-stamps-wedding,Edric,default@thimatic.com,5,,,"These stamps make my mail look so pretty!",,"2024/10/11 12:00:00",,,,,,CSV
2020-us-made-of-hearts-forever-firstclass-postage-stamps-wedding,Davida,default@thimatic.com,5,,,"Very satisfied with the details in each stamp.",,"2024/10/04 12:00:00",,,,,,CSV
2020-us-made-of-hearts-forever-firstclass-postage-stamps-wedding,Fern,default@thimatic.com,5,,,,,"2024/09/27 12:00:00",,,,,,CSV
2020-us-made-of-hearts-forever-firstclass-postage-stamps-wedding,Valerie,default@thimatic.com,5,,,"I would recommend these to anyone.",,"2024/09/20 12:00:00",,,,,,CSV
2020-us-made-of-hearts-forever-firstclass-postage-stamps-wedding,Bonnie,default@thimatic.com,5,,,"Some arrived slightly damaged, which was disappointing.",,"2024/09/06 12:00:00",,,,,,CSV
2020-us-made-of-hearts-forever-firstclass-postage-stamps-wedding,Ivan,default@thimatic.com,5,,,"Beautiful designs that make a statement!",,"2024/08/23 12:00:00",,,,,,CSV
2020-us-made-of-hearts-forever-firstclass-postage-stamps-wedding,Rachel,default@thimatic.com,5,,,"These stamps are absolutely beautiful!",,"2024/08/16 12:00:00",,,,,,CSV
2020-us-made-of-hearts-forever-firstclass-postage-stamps-wedding,Hardy,default@thimatic.com,5,,,"I love the unique designs.",,"2024/08/02 12:00:00",,,,,,CSV
2020-us-made-of-hearts-forever-firstclass-postage-stamps-wedding,Solomon,default@thimatic.com,5,,,"They make my letters stand out.",,"2024/07/19 12:00:00",,,,,,CSV
2020-us-made-of-hearts-forever-firstclass-postage-stamps-wedding,Elroy,default@thimatic.com,5,,,"Very happy with my purchase!",,"2024/07/05 12:00:00",,,,,,CSV
2020-us-made-of-hearts-forever-firstclass-postage-stamps-wedding,Madge,default@thimatic.com,4,,,"The quality is fantastic!",,"2024/06/22 12:00:00",,,,,,CSV
2020-us-made-of-hearts-forever-firstclass-postage-stamps-wedding,Sapphire,default@thimatic.com,5,,,"A bit disappointed with the color choices.",,"2024/06/08 12:00:00",,,,,,CSV
2020-us-made-of-hearts-forever-firstclass-postage-stamps-wedding,Kent,default@thimatic.com,5,,,"Such great attention to detail!",,"2024/05/25 12:00:00",,,,,,CSV
2020-us-made-of-hearts-forever-firstclass-postage-stamps-wedding,Quimby,default@thimatic.com,5,,,"Perfect for my scrapbooking project.",,"2024/05/11 12:00:00",,,,,,CSV
2020-us-made-of-hearts-forever-firstclass-postage-stamps-wedding,Rosanne,default@thimatic.com,5,,,"These stamps are a wonderful find!",,"2024/04/28 12:00:00",,,,,,CSV
2020-us-made-of-hearts-forever-firstclass-postage-stamps-wedding,Island,default@thimatic.com,5,,,"I expected more variety in the set.",,"2024/04/14 12:00:00",,,,,,CSV
2020-us-made-of-hearts-forever-firstclass-postage-stamps-wedding,Ula,default@thimatic.com,5,,,"The craftsmanship is top-notch.",,"2024/03/27 12:00:00",,,,,,CSV
2020-us-made-of-hearts-forever-firstclass-postage-stamps-wedding,Olive,default@thimatic.com,5,,,"These designs are simply stunning!",,"2024/03/13 12:00:00",,,,,,CSV
2020-us-wedding-garden-corsage-two-ounce-forever-stamps,Pandora,default@thimatic.com,5,,,"Shipping was faster than I anticipated.",,"2024/10/24 12:00:00",,,,,,CSV
